img_name,img_class,img_bbox,seg_class,seg_obj,bbox_label
2011_000030,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['367', '323', '366', '214'], ['253', '192', '380', '147'], ['217', '114', '438', '147'], ['142', '119', '203', '152']]",,,"['person', 'person', 'person', 'bottle']"
2010_004703,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['250', '184', '325', '143'], ['328', '257', '324', '143'], ['367', '310', '307', '194'], ['409', '359', '286', '256'], ['450', '395', '229', '191'], ['500', '490', '277', '243']]",,,"['person', 'person', 'person', 'pottedplant', 'pottedplant', 'pottedplant']"
2011_002292,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[['214', '33', '218', '26']]",,,['tvmonitor']
2009_002352,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['497', '83', '372', '1']]",,,['cat']
2012_000402,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['291', '98', '500', '129']]",,,['person']
2012_003533,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['312', '103', '485', '3']]",,,['person']
2010_005372,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[['225', '66', '500', '311'], ['242', '157', '318', '236']]",,,"['chair', 'tvmonitor']"
2011_003471,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['347', '3', '375', '1']]",,,['person']
2010_002976,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['355', '1', '375', '1']]",,,['cat']
2008_002906,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['451', '153', '484', '271'], ['466', '144', '493', '243'], ['428', '142', '467', '232'], ['316', '128', '363', '257'], ['281', '157', '330', '258'], ['302', '128', '326', '176'], ['14', '114', '54', '158'], ['5', '157', '68', '201'], ['145', '121', '155', '231'], ['241', '108', '254', '209']]",,,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
2010_006627,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['289', '160', '500', '97']]",,,['person']
2012_003101,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['352', '162', '375', '22']]",,,['person']
2010_005026,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[['500', '1', '374', '50'], ['471', '426', '39', '1'], ['435', '393', '41', '1'], ['303', '263', '47', '1']]",,,"['sheep', 'person', 'person', 'person']"
2009_001090,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['389', '61', '205', '92']]",,,['aeroplane']
2011_001329,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['376', '331', '169', '142'], ['304', '264', '171', '139'], ['171', '132', '175', '150'], ['214', '186', '176', '150'], ['489', '455', '165', '136'], ['74', '40', '152', '131'], ['140', '104', '148', '129'], ['149', '123', '157', '133'], ['167', '141', '150', '128'], ['261', '235', '148', '129'], ['297', '284', '148', '125'], ['268', '258', '125', '108'], ['300', '279', '136', '119'], ['291', '272', '132', '111']]",,,"['sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep']"
2008_000266,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['16', '41', '165', '333'], ['77', '95', '161', '333'], ['144', '57', '266', '333'], ['220', '56', '292', '245'], ['250', '82', '347', '327'], ['262', '53', '453', '333']]",,,"['person', 'person', 'person', 'person', 'person', 'person']"
2010_004634,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['425', '50', '375', '20'], ['500', '2', '375', '1']]",,,"['cat', 'person']"
2010_000419,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[['500', '2', '333', '274'], ['218', '1', '333', '1'], ['377', '173', '312', '121'], ['500', '256', '312', '13']]",,,"['diningtable', 'person', 'person', 'person']"
2009_001805,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[['412', '1', '336', '188'], ['500', '460', '231', '86'], ['442', '270', '336', '65'], ['290', '196', '233', '77'], ['278', '209', '241', '149']]",,,"['motorbike', 'person', 'person', 'person', 'person']"
2012_000296,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['191', '47', '236', '12']]",,,['person']
2011_004766,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['267', '5', '500', '298']]",,,['person']
2008_007730,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['78', '145', '253', '263']]",,,['bird']
2008_004459,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['1', '47', '341', '375'], ['150', '212', '274', '375'], ['1', '77', '500', '375']]",,,"['person', 'person', 'sofa']"
2010_004747,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['484', '14', '266', '95']]",,,['car']
2011_003567,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['500', '245', '333', '37']]",,,['person']
2010_003560,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['313', '90', '311', '98'], ['470', '26', '317', '147']]",,,"['dog', 'person']"
2010_003173,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[['475', '80', '336', '61']]",,,['bus']
2009_003951,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[['426', '106', '247', '89'], ['113', '100', '171', '141'], ['25', '1', '181', '147']]",,,"['train', 'person', 'person']"
2008_005792,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['86', '100', '430', '294'], ['166', '75', '257', '244']]",,,"['horse', 'person']"
2010_005314,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['258', '219', '375', '312'], ['49', '8', '375', '283'], ['468', '406', '328', '242'], ['373', '336', '309', '229'], ['342', '301', '317', '231'], ['294', '263', '314', '240'], ['233', '196', '316', '234'], ['500', '485', '359', '301']]",,,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
2012_003719,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['42', '26', '347', '301']]",,,['person']
2008_005720,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[['36', '119', '500', '328'], ['1', '345', '120', '374'], ['297', '359', '352', '374'], ['120', '347', '140', '374'], ['138', '355', '176', '374']]",,,"['boat', 'bus', 'car', 'bus', 'bus']"
2010_005794,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['450', '281', '375', '214'], ['192', '42', '375', '190'], ['453', '27', '375', '1'], ['500', '1', '375', '103']]",,,"['dog', 'person', 'person', 'sofa']"
2010_005804,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['500', '45', '333', '1']]",,,['car']
2008_006370,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['58', '138', '459', '375'], ['87', '91', '365', '375']]",,,"['sofa', 'person']"
2008_002454,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['1', '139', '500', '333']]",,,['aeroplane']
2011_003714,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['201', '163', '254', '147']]",,,['person']
2012_001956,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['291', '51', '375', '134'], ['500', '209', '375', '64']]",,,"['person', 'person']"
2008_005526,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[['188', '23', '336', '263'], ['78', '181', '112', '239'], ['164', '206', '174', '234'], ['186', '217', '202', '230'], ['1', '1', '85', '206'], ['1', '229', '94', '375'], ['279', '225', '294', '248']]",,,"['boat', 'boat', 'boat', 'boat', 'person', 'person', 'person']"
2012_002384,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['231', '44', '471', '182']]",,,['person']
2009_004728,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['421', '184', '302', '3']]",,,['dog']
2011_002823,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['302', '33', '500', '38']]",,,['dog']
2011_006896,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['453', '264', '375', '107']]",,,['person']
2011_005708,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['250', '170', '228', '88']]",,,['person']
2008_005376,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['6', '2', '482', '374']]",,,['cat']
2011_004751,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['185', '105', '272', '115'], ['372', '308', '243', '116'], ['249', '167', '287', '107']]",,,"['person', 'person', 'person']"
2011_004438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['244', '189', '198', '146']]",,,['person']
2010_002729,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[['371', '16', '500', '257']]",,,['diningtable']
2011_004889,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['292', '233', '198', '115'], ['403', '347', '203', '110'], ['145', '96', '191', '106'], ['57', '18', '175', '108']]",,,"['person', 'person', 'person', 'person']"
2011_000887,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['310', '159', '205', '145'], ['120', '45', '190', '120'], ['42', '11', '193', '142']]",,,"['car', 'car', 'person']"
2009_003566,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[['407', '73', '298', '139'], ['56', '23', '207', '197']]",,,"['bus', 'car']"
2010_002085,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['500', '1', '374', '107']]",,,['aeroplane']
2010_006387,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['346', '308', '281', '153'], ['275', '232', '262', '142'], ['209', '142', '329', '133']]",,,"['person', 'person', 'person']"
2009_000340,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['71', '16', '500', '356'], ['375', '260', '500', '332'], ['101', '43', '395', '250'], ['185', '147', '165', '63'], ['326', '35', '500', '157']]",,,"['person', 'person', 'bottle', 'bottle', 'person']"
2012_001023,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['462', '293', '352', '199']]",,,['person']
2008_008467,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['57', '66', '166', '101'], ['130', '105', '235', '138'], ['198', '144', '301', '177'], ['261', '186', '362', '216'], ['319', '227', '415', '258']]",,,"['aeroplane', 'aeroplane', 'aeroplane', 'aeroplane', 'aeroplane']"
2010_005002,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['325', '217', '257', '158'], ['99', '51', '205', '140'], ['65', '19', '178', '131'], ['105', '88', '134', '109']]",,,"['sheep', 'sheep', 'sheep', 'sheep']"
2012_002308,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['375', '232', '500', '157']]",,,['person']
2010_002518,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['415', '124', '304', '66'], ['226', '135', '316', '156']]",,,"['sheep', 'sheep']"
2012_000512,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['249', '30', '305', '77'], ['306', '222', '288', '3']]",,,"['person', 'person']"
2008_003932,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['49', '1', '404', '375']]",,,['cat']
2008_003763,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['106', '49', '382', '375']]",,,['bird']
2008_007054,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[['39', '72', '279', '421']]",,,['motorbike']
2010_004533,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['353', '94', '167', '85'], ['94', '1', '165', '131']]",,,"['car', 'car']"
2012_004046,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['255', '114', '357', '137']]",,,['person']
2009_000677,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['500', '125', '333', '1']]",,,['bird']
2010_004824,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['345', '139', '382', '291']]",,,['car']
2009_001678,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['500', '117', '334', '43']]",,,['car']
2011_003012,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['414', '351', '68', '34'], ['350', '289', '66', '41'], ['500', '110', '375', '16']]",,,"['aeroplane', 'aeroplane', 'aeroplane']"
2008_005178,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['346', '122', '464', '325'], ['276', '172', '369', '323'], ['188', '223', '295', '346'], ['61', '87', '292', '369']]",,,"['dog', 'dog', 'dog', 'person']"
2011_005398,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['397', '123', '500', '69']]",,,['person']
2011_006217,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['489', '108', '375', '116']]",,,['person']
2008_007285,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['77', '110', '500', '333'], ['176', '72', '364', '333']]",,,"['sofa', 'person']"
2011_002217,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['458', '326', '375', '160']]",,,['person']
2008_006366,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[['263', '310', '349', '386']]",,,['tvmonitor']
2011_004401,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['311', '115', '289', '26']]",,,['person']
2011_000947,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[['158', '140', '326', '264'], ['336', '295', '232', '207'], ['360', '324', '304', '215'], ['500', '373', '375', '220'], ['199', '145', '261', '181'], ['247', '214', '228', '183'], ['161', '132', '267', '206'], ['247', '189', '246', '216'], ['357', '25', '375', '239']]",,,"['bottle', 'chair', 'chair', 'sofa', 'person', 'person', 'chair', 'chair', 'diningtable']"
2009_000286,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['375', '1', '500', '1']]",,,['bicycle']
2011_006562,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['315', '247', '129', '32']]",,,['person']
2011_004238,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['440', '356', '350', '65'], ['314', '201', '353', '47'], ['212', '99', '354', '129']]",,,"['person', 'person', 'person']"
2009_003900,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['176', '130', '284', '141']]",,,['person']
2012_003520,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['318', '31', '375', '123']]",,,['person']
2011_001253,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['500', '54', '449', '127'], ['498', '414', '194', '168'], ['290', '192', '292', '64']]",,,"['horse', 'car', 'person']"
2011_003396,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['480', '341', '276', '1']]",,,['person']
2011_007068,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['58', '29', '328', '269']]",,,['person']
2009_002609,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['500', '172', '376', '12']]",,,['dog']
2009_004225,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['313', '1', '375', '1'], ['500', '222', '375', '1']]",,,"['cat', 'cat']"
2011_003005,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[['312', '30', '340', '1']]",,,['chair']
2011_003275,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['448', '42', '282', '50']]",,,['aeroplane']
2008_006602,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['139', '170', '380', '310'], ['110', '58', '191', '190']]",,,"['dog', 'dog']"
2009_002199,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['452', '219', '104', '30'], ['260', '33', '322', '236']]",,,"['aeroplane', 'aeroplane']"
2009_004262,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['500', '202', '333', '1']]",,,['horse']
2011_003629,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['229', '72', '331', '67'], ['433', '352', '257', '78'], ['297', '177', '332', '57']]",,,"['person', 'person', 'person']"
2011_004069,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['95', '35', '273', '175'], ['232', '206', '228', '173']]",,,"['person', 'person']"
2012_001034,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['315', '177', '333', '198']]",,,['person']
2008_002107,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['266', '4', '452', '295']]",,,['person']
2008_002599,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['1', '5', '323', '500']]",,,['person']
2008_004135,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['3', '17', '492', '410']]",,,['person']
2011_006788,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['455', '318', '332', '101']]",,,['person']
2008_007676,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[['217', '46', '268', '163'], ['316', '104', '460', '239'], ['276', '113', '485', '286'], ['238', '104', '333', '270'], ['163', '91', '248', '288'], ['6', '117', '196', '334'], ['125', '255', '500', '334'], ['424', '118', '477', '167'], ['401', '104', '432', '144'], ['17', '137', '35', '173'], ['1', '55', '179', '295']]",,,"['person', 'person', 'person', 'person', 'person', 'person', 'diningtable', 'person', 'person', 'person', 'person']"
2009_005126,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[['500', '27', '264', '115']]",,,['train']
2012_001320,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['156', '31', '400', '47'], ['267', '145', '247', '26'], ['455', '319', '386', '22']]",,,"['person', 'person', 'person']"
2011_006724,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['216', '118', '393', '125'], ['87', '9', '368', '149']]",,,"['person', 'person']"
2012_001879,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['376', '255', '375', '116']]",,,['person']
2008_007931,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[['1', '1', '500', '338'], ['13', '137', '172', '338'], ['360', '188', '467', '338'], ['370', '70', '423', '239'], ['345', '56', '388', '229']]",,,"['bus', 'person', 'person', 'person', 'person']"
2008_003485,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['172', '262', '265', '329'], ['21', '252', '153', '306'], ['141', '226', '221', '262'], ['42', '232', '143', '264'], ['269', '198', '345', '229'], ['425', '170', '470', '212'], ['345', '204', '426', '238'], ['350', '222', '409', '264'], ['321', '170', '361', '214'], ['222', '183', '262', '236'], ['358', '177', '391', '207']]",,,"['bird', 'bird', 'bird', 'bird', 'bird', 'bird', 'bird', 'bird', 'bird', 'bird', 'bird']"
2007_005896,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['15', '98', '275', '500']]",,,['person']
2011_002252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[['500', '1', '333', '1']]",,,['motorbike']
2008_002947,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[['1', '168', '315', '329'], ['277', '69', '491', '329'], ['179', '89', '309', '313'], ['108', '60', '231', '252'], ['46', '76', '134', '213']]",,,"['diningtable', 'person', 'person', 'person', 'person']"
2010_002405,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['500', '1', '374', '1']]",,,['person']
2008_002033,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['131', '91', '222', '237']]",,,['dog']
2010_004230,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['370', '332', '55', '13'], ['433', '394', '186', '162'], ['100', '45', '168', '141']]",,,"['bird', 'bird', 'bird']"
2008_002023,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['45', '42', '388', '333'], ['438', '133', '500', '306']]",,,"['person', 'person']"
2008_005072,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['1', '1', '494', '400'], ['1', '177', '271', '378']]",,,"['person', 'cat']"
2012_003338,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['388', '238', '375', '57']]",,,['person']
2009_001848,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[['250', '132', '479', '8'], ['375', '316', '315', '216']]",,,"['bottle', 'chair']"
2012_002007,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['386', '151', '375', '9']]",,,['person']
2010_000831,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['185', '18', '317', '200'], ['426', '189', '303', '133'], ['324', '216', '289', '219'], ['373', '242', '303', '218']]",,,"['sheep', 'sheep', 'sheep', 'sheep']"
2008_004633,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['212', '160', '250', '212']]",,,['bird']
